,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,BAD
26,-0.23452182047942957,-0.2573026629062125,-0.13354286314878852,0.2610236943339615,0.04541553339800861,0.15970133866081432,0.8322039384672149,-0.06317989860422825,-0.1257034684444494,0.0813874357611303,-0.21512863679217134,1
27,-0.6603173472493353,0.04969967209977919,0.06591267624614115,-0.2914244150040024,-0.2874637589843461,-0.15527223031221918,0.4915285359624778,-0.17901071770264507,-0.06962960110800434,0.2305990292710414,0.183913192457314,1
28,-0.43370522177331694,0.2064433874612722,0.04052247650078502,0.48576026352820006,-0.46213751245525425,-0.3015779186222445,-0.08578206287909296,-0.11757662182349166,-0.29296607445991396,-0.20739076641281362,-0.2777275772182361,0
29,-0.43955850201748203,0.2121758436038984,0.08755593369449186,0.49231607796429216,-0.4683745145385627,-0.26519065912272116,-0.08693977652593568,-0.11916343443986088,-0.27723820175041947,-0.2101897096003154,-0.2814757851239297,0
30,-0.2840941620985579,-0.29681451042142504,-0.13659824713237392,0.3181922838825018,0.0553623008536747,0.19467862416567527,0.7468053077202295,-0.0770173615220672,-0.13084513021318225,0.09921265626959232,-0.2823261427506404,1
31,-0.4461555592880199,-0.08376911830670732,-0.19771806979174805,-0.19690626546147522,0.36811758030812164,-0.2691707390388519,-0.08824460098547157,-0.12095188352671869,0.3844896860548294,0.34038486988338057,0.4711574614583854,1
32,-0.43305377981517246,0.21172005909195238,0.09258230627453236,0.4881093254952182,-0.46437233842919473,-0.26292465256723185,-0.08619689174940448,-0.11814520429363848,-0.3310488548538231,-0.20839367628064145,-0.2482666703586159,0
33,-0.32320325416947654,-0.343674453598216,-0.3565418072148891,0.36429314266199025,0.0633833929500037,-0.16629317348499598,-0.0643317694273259,-0.08817591780059951,-0.34103436997222764,0.5172646554445575,-0.3002405102478597,1
34,-0.457039546348481,0.33437354372724276,0.5236091532437718,0.5151444811035027,0.08963002935826572,-0.023487384440997728,-0.09097112215164342,-0.12468897187933355,-0.18218623490726502,-0.21993608117182772,0.16061387362678406,1
35,-0.4901506324981089,-0.419824703760883,-0.4805696378417725,-0.21769614120867845,0.09612344474734101,-0.2975904858980267,-0.097561695520528,-0.13372229803850402,0.036256362332996304,-0.23586976259890352,-0.3507306214041305,1
36,-0.4061702321627649,-0.1734263616445163,-0.11899066914870632,0.4578079843612469,-0.17794525905568923,0.05436992155219948,-0.08084587449740509,0.1566689646822781,0.282803047839779,0.6500476170371129,0.11384558801848026,1
37,-0.378976816025773,-0.23692626223981167,-0.2921015494001889,0.4271573801471399,0.31467397745428893,-0.0019243367516589788,-0.07543317968601881,0.395751701785718,-0.3635621887058127,-0.18237081766253213,-0.3250941512635185,1
38,-0.46041939257869074,-0.11601683779548393,-0.2018372033434485,0.5189540182570852,0.38229779615323844,0.06163171072956245,-0.09164386131988105,0.48079922159610894,0.12892722773171766,-0.2215625271561516,0.0963005792308739,0
39,-0.41740449742882796,-0.1782231625830497,-0.2648152374948362,0.4704704985732064,-0.44759129599241654,0.48115721508979153,-0.0830819911003735,-0.1138757861503016,0.0820643758682377,-0.2008629453653355,-0.06115030173881105,0
40,-0.47827672645478725,-0.26226858462489633,-0.43223870943911963,0.5425252485017527,0.09439401126194431,-0.31452800844719664,-0.09580638531947587,-0.13131639362486322,-0.09960397993179822,-0.031233077047641368,-0.2759441993745115,1
41,-0.5175483567434765,-0.04996137208099785,-0.20893073086842406,0.5908466775167666,0.4352589530720704,0.07016978428365653,-0.10433963139453879,0.20219686072463222,0.12286853631330735,-0.252256420466869,0.109641462017382,0
42,-0.2843915230528273,-0.1156448654042801,-0.16554345121686387,0.32466876634868935,-0.12619541316173477,0.5188070919314919,-0.05733436557266684,0.6801815862373154,-0.13391728660053198,-0.018691120131892863,0.0602477081930277,1
43,-0.38304507256853343,-0.2878651068959301,-0.32455261686881876,0.43729422674693746,0.07608485739295559,-0.30742420025322686,-0.0772232800250291,-0.10584558224334055,0.3857516695803483,-0.1866986487825,-0.41560017808565225,1
44,-0.48909414140527546,-0.15635111998302595,-0.2599370986288438,0.5583626045313785,0.09714955410082307,-0.3466521343018272,-0.09860315807504129,-0.13514977185768612,-0.230993963938827,0.3803408112977823,-0.03733669685523733,1
45,-0.511124508581884,0.008442679876487082,-0.12097188532542448,0.5835130452219384,-0.22680552445861044,-0.07455626451587669,-0.10304456023726088,-0.14123735059928577,0.3109710668457704,-0.2491253952752091,-0.37044131358628807,0
46,-0.31923798139531134,0.2728564919973139,0.12365124781352345,0.3668086155827964,0.6830084597179292,0.01341925835356838,0.24378569748269324,-0.08878477947686894,-0.10554593495739922,-0.15660548139529532,0.32270450471596523,1
47,-0.23776297159463217,0.21855411337256908,0.18584266600041638,-0.10765026019928634,0.04753283076517147,0.009994433396662774,-0.04824404259054319,0.891571607771814,0.028417567784915724,-0.11663707576964452,0.18862224181319082,1
48,-0.3886866030019577,-0.23373163254056784,-0.2758034839189956,0.4495146348995189,-0.42765452586805835,-0.24213526157266574,-0.07938132361002494,0.15383085237689725,0.017052254340894895,-0.191916036870676,-0.4555826282974184,1
49,-0.4623487266339732,-0.38468290198571936,-0.41289178494865675,0.538209851785884,0.09364317504312794,0.10814735193940869,-0.09504431468459078,-0.13027186650773195,-0.062409950111100114,-0.22978362380257022,-0.2737492624659854,1
50,-0.39565834370640873,-0.3538984166807409,-0.44974774533245504,0.460577062846889,0.08013583990316724,-0.13454679568949296,-0.08133487551829387,-0.1114811136374053,-0.27835009485608114,-0.19663903622374765,-0.3795951012064955,1
51,-0.37618523417850697,-0.19871336220067842,-0.2679675387545558,0.440798491394804,0.3247229732874413,-0.20121646942296073,-0.07784211007956034,-0.10669377759855349,-0.34384679243604155,0.13744138819864232,-0.5023852827668868,1
52,-0.5762045031770135,0.09397382884399003,0.05084023557603546,0.6751729006322376,-0.26243276835377694,-0.14175185558441084,-0.11923108694734118,-0.16342330726378562,0.07243638353232139,-0.038869577561896754,0.25311749262179456,0
53,-0.45283268263746435,-0.0937058209207731,-0.1759071994496299,0.5306108406853062,0.39088502617301035,0.01941176857323028,-0.09370237937824424,0.4915990053006378,0.09506725091898091,-0.22653929763088695,0.09846369718032007,0
54,-0.43788545529918377,0.19448058660166173,0.05603066332983673,0.5130962902388024,-0.4881441752742577,-0.10772403804524808,-0.09060942513618982,-0.12419321423754524,-0.33824076603272396,-0.21906162538554197,-0.2609757709949621,0
55,-0.30601900456783887,-0.12820990062658258,-0.18283454149468353,-0.1412969036376507,-0.3411426271305419,0.13098740048191035,0.23831723289241885,0.7512268684667698,-0.21284208889486098,-0.15309259471450942,-0.11449587674452748,1
56,-0.418319361553553,-0.14876139033870642,-0.2330524557456358,0.49016954080272335,-0.46633236449311627,0.4610227661376492,-0.08656071220225348,-0.11864387241096472,0.09416999673445225,-0.20927326578945707,-0.06371072238145227,0
57,-0.40899408988503394,-0.3811933188994355,-0.4674707200900896,0.48242596622206935,0.08393733234421673,-0.14092944080058292,-0.08519324793755237,-0.11676956648602423,-0.17173584404700734,-0.027773172611611725,-0.3976023737282486,1
58,-0.22030912684096338,-0.20198812855667386,-0.022815753667474143,0.26160171310753977,0.19271410350922508,-0.14951332890777913,0.17386384447721265,0.8537439158581414,0.14326551910660576,-0.015060361676893211,0.04854456389923333,1
59,-0.4130235528809355,-0.15685154375962881,-0.23617369582933323,0.490436644803248,-0.46658647909992407,0.4612739874293,-0.08660788100935565,-0.11870852402702967,0.09234297076773765,-0.2093873033251303,-0.06374543973413913,0
60,-0.34590733419721764,-0.36115555049989684,-0.28018940576886026,0.4107408190482151,0.5336959547358967,-0.2887567685185252,-0.07253412313038787,-0.09941842010282012,0.08004421504443947,-0.17536192162101566,-0.286678768479169,0
61,-0.4670517140424502,-0.3462921436127138,-0.3814114334472251,0.558324822212304,0.09714298035211354,0.11218923407653143,-0.09859648596636152,-0.1351406267756879,-0.13141504291672165,-0.23837152085039895,-0.28398032438446585,1
62,-0.32771851610662467,-0.32811750786981425,-0.3753397145830064,0.3917625751915791,0.06816280170695642,-0.16273541514527423,-0.0691826902733234,0.1340672053637589,-0.08018122136473493,0.5562688663084965,-0.3476037048363468,1
63,-0.33932947080872244,-0.12031430900635583,-0.19748522869362478,-0.15984146007963032,-0.15766910591690053,-0.018494779196799527,-0.07163380927775423,0.849821874474399,-0.01930386755083312,-0.023352767948895042,0.22887125970322933,0
64,-0.4109433977259216,0.19625471948542186,0.0762751647911047,0.4912515950081527,-0.4673617978914079,-0.2646172654242444,-0.08675179584753674,-0.11890577995601631,-0.33537222556285473,-0.2097352386345273,-0.28086717982087045,0
65,-0.439065993824057,-0.38996492603826577,-0.4006386117362714,-0.20682244120114077,0.38665593717879204,-0.19646103281539773,-0.09268858842994324,0.17961862961414415,-0.35334821403546673,0.16365497095291445,-0.2669642345879731,1
66,-0.4074326886902091,0.2168056790526525,0.04242531663989956,0.490355883101681,-0.4665096448780535,-0.3044310490444071,-0.08659361902482912,-0.11868897593148559,-0.30070333163644847,-0.20935282287779372,-0.2803550673317527,0
67,-0.3999209564801713,-0.13108766004062194,-0.24110700644907174,0.4813153171782209,-0.45790872594592463,0.4922483732686094,-0.08499711463215597,-0.1165007376574603,0.0971191065333045,-0.2054930384605714,-0.09293507131720352,0
68,-0.36973827899896533,-0.29687528090831006,-0.3757521618164119,0.4449896764490763,-0.42334961828450596,0.08941578268895607,-0.07858224575317875,-0.10770823970490039,-0.19741139770538038,-0.18998414850622364,-0.3948311297269393,1
69,-0.25218096081611613,-0.2434896187187939,-0.18617693297155732,0.30350637338390035,-0.11796980848248959,0.33534193106026844,0.7123371057411086,0.1038645696817027,-0.2070756859974425,-0.01747280512847679,-0.2501417066003079,1
70,-0.5276164871175096,-0.39684240422451067,-0.49786875086208865,-0.250218704045638,0.1104837395809721,-0.13331764341867416,-0.11213685682302056,-0.15369964727636232,-0.40150231928877855,-0.036556844069992836,0.15790894072115783,1
71,-0.3622068430366118,-0.19774713333891974,-0.14330704114501708,0.43592539654503637,0.07584669451694057,-0.2885502423519491,-0.0769815536277371,0.6585697383219209,-0.13462064499566068,-0.18611423962848778,-0.19421370498656304,1
72,-0.5239813099616967,-0.14098193320053634,-0.26023422992003786,0.6306251930865698,0.10972252764764583,-0.2619572646719155,-0.11136425522659449,0.21580968326990566,-0.04391876467613872,-0.26923948279244075,-0.16156261150490556,1
73,-0.3655034988629285,-0.42306698637973217,-0.44218784009128814,-0.1733376686336556,0.07653701954031639,-0.30925118122289935,-0.07768220766607103,-0.10647460840433634,-0.5366369483405624,-0.18780817392108126,-0.1404591879377489,1
74,-0.4392976245036303,-0.21520883443651978,-0.2857183341324837,0.5287061656747347,0.3894819094549336,-0.2196208183460846,-0.09336602631730354,-0.12797153156533933,-0.0627330943451873,0.36013968406719765,-0.20218347121550342,1
75,-0.37233804542528365,-0.42275542505886765,-0.4606771476261831,0.4481185632498227,0.07796818456450771,0.34782163900912194,-0.07913478655248933,0.15335309509119732,-0.30420400017402616,0.139723793554169,0.026595500503132294,1
76,-0.3381249031630317,-0.04502514856884222,-0.12288009083116792,0.4069421528797503,0.07080389763973707,-0.22589150152393295,0.6127812230813168,-0.09849896585952887,0.30174153897097716,-0.023427583600812325,-0.41243546078407095,0
77,-0.5045456320733636,-0.10146926754625374,-0.1907047865741301,0.6072338470822736,0.10565266549052182,-0.22729015564439042,-0.10723349759896758,-0.14697889011802964,-0.306120986608389,-0.2592527680701965,-0.27053513323559825,0
78,-0.29679651926085254,-0.04839528609519801,-0.16982873092610276,0.3572023633437975,0.665121334752241,-0.10434829972546598,0.5378821032630388,-0.0864596187516128,-0.04684770932819639,-0.02056407322373748,0.02119969225361871,0
79,-0.34831664338988405,0.0009531705749046387,-0.05921922120024203,0.4192081784540533,-0.16294191115375534,-0.2051406934377531,0.27861111716936404,0.633314375750927,0.026175703168069907,-0.1789769809177866,-0.345499990692669,1
80,-0.42211294382529524,-0.13508490569937906,-0.2707375772497933,-0.20018433150541595,0.08839112821158794,0.14383001436258858,0.7649921185219581,-0.12296547238540936,-0.1196623404831645,-0.2168960390664028,-0.0019099009479975014,1
81,-0.4974894043238359,-0.05251351435400663,-0.16942928721250614,0.5987414926749495,0.44107482563462824,0.12031051961271988,-0.10573380374902318,0.20489858843459388,0.1505803500655672,-0.25562703739310927,0.11110647673141599,0
82,-0.43534955061581304,-0.046634589670635385,-0.20157906380959237,0.5239545556258823,0.38598154143397356,0.062225581596274566,-0.09252692328111227,0.4854321069576187,0.19125955185764765,-0.22369745945765004,0.09722851239670253,0
83,-0.3990861853224384,-0.1046976830078239,-0.22429144609818366,0.48358822698466686,0.08413955418701008,-0.022048615514619577,0.3213989208584042,0.4480336117025448,-0.40602186819562663,0.15078326838864547,-0.21544847351161878,1
84,-0.33600440627228806,-0.0910679253213563,-0.19448088999354368,-0.16043528478317517,-0.1582548601388192,-0.05202206269709292,-0.07189993500969487,0.8529790354664489,-0.03781861891331817,-0.023439525480372148,0.2297215360199966,0
85,-0.4191967300266926,-0.12484921149497491,-0.27127744242804414,0.5114470041071445,-0.4865750947062521,0.43900553049694097,-0.0903181720690412,-0.12379401013144524,0.123562684589822,-0.029443908332705344,-0.066476301318384,0
86,-0.37616350464070625,-0.2528855303557966,-0.2909727278379094,0.4589436980834338,0.07985165063768654,-0.24721431462937607,0.3050198517414648,-0.11108576324439928,-0.2855729824066189,-0.026421302828495065,-0.49410232362758566,1
87,-0.35704903089729506,-0.03774580092596582,-0.14182759105094003,-0.17165501792389393,0.8111425177568403,-0.16305543012364268,-0.0769281187083995,-0.10544102132072442,-0.15790568219034673,-0.18598505284394692,0.24578666991060982,0
88,-0.5225945351216309,-0.2685328683342732,-0.3685457105627577,-0.25124273287563254,0.110935898163633,-0.13386325055435316,-0.11259578084602564,0.21819622240966316,-0.48142477643602494,-0.2722168772907618,-0.2438253689656118,0
89,-0.49813503195183784,-0.06491053674720536,-0.15619321213356444,0.6077568155561747,0.10574365681701103,-0.27742989842591037,-0.10732585038671133,-0.14710547286079018,-0.30320343338520234,-0.2594760445313552,-0.2707681264167996,0
90,-0.4058627620053558,-0.1651057607364277,-0.2665102524415781,0.49517870450247214,-0.471097930195978,0.42504147666364067,-0.08744529751670989,-0.1198563234700521,0.11551402391380414,-0.21141188102165553,-0.0956118921946913,0
91,-0.35343084884601084,-0.016135559523794113,-0.1328688962288821,-0.17109106471881158,0.8084776004814808,-0.19820055300861955,-0.07667538004901588,-0.10509460673500375,-0.15387717187534314,-0.1853740199250301,0.24497916552222043,0
92,-0.5003581631760888,-0.04358796155942669,-0.1799334720953384,0.6146925826816652,0.10695041149241424,-0.1290540750784089,-0.10855066117578699,-0.14878425173505735,-0.3299723239303622,-0.2624372049386901,-0.31265061498606883,0
93,-0.3286692012986658,-0.010360358944948286,-0.1173785576569439,0.4037718080020557,0.07025228908158093,-0.217495460115776,0.6080072575483891,-0.0977315946504734,0.25477698610877947,-0.17238656803506214,-0.43470384141293533,0
94,-0.40205397839526336,-0.13948873294924913,-0.23716170078053722,-0.1959847397143794,-0.1933211737976395,-0.06354917766920114,-0.0878316142698903,0.7513909566677301,-0.0575884425376805,-0.21234585864857644,0.24923537564193576,0
95,-0.33994933934100713,-0.12315368867508952,-0.19953461985507637,-0.16571128845123112,-0.4000879200609489,0.18817930629893137,0.27949554948500394,0.6353247897845239,-0.2729263100379504,-0.17954513134655475,-0.13427937038411705,1
96,-0.44156153319286123,-0.05987535162334213,-0.16586499238602875,0.550071733120505,0.09570702472271468,-0.2058941385386897,0.36558470937558196,-0.1331429945939734,-0.3914138245033186,-0.23484794224479308,-0.24506823907121503,0
97,-0.4940400268604133,-0.30263675721281863,-0.2783585929326337,0.6154463950719923,0.10708156737033593,-0.3820918605018832,-0.10868377947862308,-0.14896670946369003,-0.03516997090688117,-0.035431133811857175,-0.11883385501474233,1
98,-0.4952317806645776,-0.02400633073049907,-0.1848882328942597,0.6169310128007366,0.10733987612738231,-0.23091984512242159,-0.10894595319047336,-0.1493260561421877,-0.2693118869446389,-0.263392881581699,-0.3137891459738316,0
99,-0.42597622926818657,-0.29701427021574867,-0.3622656876722757,0.5306564659457006,0.3909186369282682,-0.22043095934563867,-0.09371043649870035,0.18159884047821118,-0.216671099220327,0.1654591899926416,-0.0019949872051701796,1
100,-0.31885281434655033,-0.04104965642635948,-0.08356494959464544,-0.156517982864108,-0.154390797017285,0.0471730214491655,-0.07014437510418572,0.832152093207004,-0.15283881012277234,-0.16958435393316323,0.299314419979147,1
101,-0.4574859120336065,-0.22795852611596717,-0.36280269250895986,0.569909400148376,0.09915858199126736,-0.11965189199741633,-0.10064224612327934,-0.13794463451621655,-0.3853451166234901,-0.24331744722008744,-0.14600756839177845,0
102,-0.36238765457353866,0.2813897038093501,0.21636855139379346,0.4514415097967234,-0.1754706758147782,-0.15042724675042254,0.6797891999275308,-0.10926988405200014,0.08538279028289716,-0.025989403252518035,-0.0586769725736555,1
103,-0.28590199093235036,0.08124242654885477,0.0022022781079860353,0.356160108688796,0.061968325720267205,-0.07477544825111675,0.5363126564074244,0.5380651630735049,-0.2567028757975618,0.24260619101505454,-0.27106067606328793,1
104,-0.5618222005066067,-0.05937251173561298,-0.06589175987601417,-0.2797109708289384,0.5229215308404184,-0.3823647183539247,-0.12535397466510675,-0.1718156031528937,-0.18429403770906244,-0.3030616891940592,0.08692619366296783,0
105,-0.31640458094495855,-0.011194273469845027,-0.07689181160360932,0.3997674912053623,0.0695555776827155,-0.21533849742822322,0.6019774812597481,-0.09676236337114513,0.3109974048112585,-0.170676962717834,-0.43039276307794644,0
106,-0.4991276063717423,-0.17731780297240476,-0.3323662872717307,-0.24849759802989935,0.10972378748402802,-0.132400630444096,-0.11136553391332744,-0.15264243858945292,-0.5749004121723981,-0.2692425742058744,-0.2809596835847835,0
107,-0.4116848843282003,-0.18162560241597298,-0.28176624286074975,0.5201512344844472,-0.20217743973516097,-0.3613994037921517,-0.09185528181967555,-0.12590083952894138,-0.44487802408552424,0.16218364884726702,-0.1660858860711784,1
108,-0.5281435856291699,0.13362170696116243,0.07873415819960251,0.6672932344804023,-0.25937002309253604,-0.1400975277857649,-0.11783958980759263,-0.1615160608362978,0.0201549064644747,-0.2848945574835846,0.2080514402585814,0
109,-0.37044800459087956,-0.31009292843649944,-0.3249172746473489,0.4680497007187472,-0.18192610895928593,0.01712304343308834,0.3110718175607573,0.43363751672962975,-0.30167656107759494,-0.026945533696441204,-0.17898772387480025,1
110,-0.5691171834862845,-0.06666672512627249,-0.06734245011580377,-0.285373365412403,0.5335074153877164,-0.33059095711180175,-0.12789160722580295,-0.17529379257737157,-0.21733251379174767,-0.3091967895165902,0.04298161974650887,0
111,-0.40262577454210063,-0.1285193098171696,-0.24883363147565393,-0.20188930437666827,-0.19914549141002755,0.018743746669592963,-0.09047777665276552,0.774028619665214,-0.06777458086414971,-0.029495939752573606,0.2567442581893849,0
112,-0.44644792792260596,0.05326891285689721,-0.1107380265608252,0.5681155255160396,-0.22082066677487197,-0.07258890224097711,-0.10032545967930262,-0.13751043325464563,0.40467822207171744,-0.24255156935237843,-0.3965192930817912,0
113,-0.39384306169855304,-0.10794885806773576,-0.24373209493395806,-0.19891080493564786,-0.19620747180231302,0.01846721771155638,-0.08914294612265361,0.7626092737116248,0.003795366087970388,0.15739463191185238,0.28481325478086406,0
114,-0.5537055701632304,-0.07979402479125622,-0.12144389987719961,-0.27964951365023544,0.5228066362337704,-0.3822807064299163,-0.1253264323002174,-0.17177785239111404,-0.1892903479430279,-0.3029951014719701,0.04211951960071797,0
115,-0.3694389607776812,-0.32242103111733955,-0.44854135858330124,0.4735130773498954,0.08238657809840078,-0.138325749182344,-0.08361929047113888,-0.11461223200858695,-0.2659309224119422,-0.2021619456989275,-0.420139417081362,1
116,-0.4889927528436102,-0.0534746943322404,-0.14896600706040453,0.6267461956729359,0.10904762057823515,-0.23459370891216202,-0.11067924983396037,-0.15170178781754323,-0.30210372076323994,-0.26758338140472365,-0.2792282847308229,0
117,-0.41758721574348556,-0.22541681667146354,-0.28064043154952584,0.5352251077483491,0.09312385918995585,0.0635640882533908,-0.0945172285478077,-0.1295494193516138,-0.38025553663627126,0.36458020300052174,-0.30600850584537137,1
118,-0.251874300512148,0.44265956699302383,0.5207673884040928,-0.12720934994107244,0.6011179494861094,-0.22695379510968888,-0.05700955376337398,-0.07813977092868339,-0.1096627661266649,-0.13782898954648745,-0.0012136677042579977,0
119,-0.38073958129705227,-0.056913741608625376,-0.22198537063276508,0.4879971793699605,0.08490666816421227,-0.1024545055509113,0.3243291670051831,0.4521184068873339,-0.41794213379376993,-0.028093906310139964,-0.2482096295612841,1
120,-0.3183799788234982,-0.09433228821994348,-0.17284146367934003,-0.16079810468172892,-0.15861274906817038,-0.018605469693975977,-0.07206253469692386,0.854908023640931,0.01648715778595971,-0.17422178715274841,0.20448824781596808,0
121,-0.5030431977910086,-0.24163031918302524,-0.32597836204791925,-0.2559095663074295,0.11299653232570743,-0.18971937358888602,-0.11468724732673627,-0.15719532329175795,-0.5400232714461525,-0.2772733054274067,-0.24835442487256304,0
122,-0.49376930441850636,-0.06298232330056831,-0.1328775946150916,0.6374695373773871,0.1109133756567518,-0.2386075003316355,-0.11257292134526099,-0.1542973362535366,-0.2602967105303645,-0.2721616110821364,-0.2840057533957926,0
123,-0.32702881852059995,-0.3657873362655066,-0.25200387180086453,0.42220305674308517,0.5485894096989287,-0.29681488829447417,-0.07455827880655379,-0.1021928158035143,0.09002363663683804,-0.1802556159777319,-0.26803420458332256,0
124,-0.515830426385063,0.1524623204235295,0.06482876436284483,0.6659510429878034,-0.2588483270518125,-0.08508948089881695,-0.11760256763089656,-0.16119118794448528,0.07586848827243385,-0.2843215214754495,0.24966028413180844,0
125,-0.3548199189108072,-0.33310173748474214,-0.37129366989819973,0.4580821195977869,0.07970174452824406,0.05440247823931398,-0.08089428497447344,-0.11087722109843948,-0.37865737336774247,-0.02637170191628109,-0.49317474158751523,1
